OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV731	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	Penidiella_sp
ASV733	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraphaeosphaeria	Paraphaeosphaeria_michotii
ASV74	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Davidiella	Davidiella_tassiana
ASV749	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Tetraploa	Tetraploa_aristata
ASV75	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_Incertae_sedis	Dothideomycetes_Incertae_sedis	Leptospora	Leptospora_rubella
ASV752	Fungi	Ascomycota	Dothideomycetes				
ASV758	Fungi						
ASV759	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_hirsutum
ASV76	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Kabatiella	
ASV761	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola
ASV762	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina_chartarum
ASV77	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_victoriae
ASV770	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Leptospora	Leptospora_rubella
ASV774	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV779	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_sp
ASV78	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Hannaella	Hannaella_coprosmaensis
ASV780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola
ASV781	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Rhodosporidium	Rhodosporidium_azoricum
ASV784	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trichaptum	Trichaptum_biforme
ASV786	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_unidentified	Agaricomycetes_unidentified_1	Agaricomycetes_unidentified_1	Agaricomycetes_unidentified_1
ASV788	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV79	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_variabilis
ASV793	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella
ASV794	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraconiothyrium	
ASV8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_alternata
ASV80	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Hannaella	Hannaella_coprosmaensis
ASV801	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_Incertae_sedis	Strelitziana	Strelitziana_africana
ASV804	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_pallescens
ASV806	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_epichloe
ASV808	Fungi	Ascomycota	Ascomycota_unidentified	Ascomycota_unidentified_1	Ascomycota_unidentified_1	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV81	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_oryzae
ASV811	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Bipolaris_microstegii
ASV817	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_unidentified	Sordariomycetes_unidentified_1	Sordariomycetes_unidentified_1	
ASV819	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_sp
ASV82	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_unidentified	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1	
ASV820	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_montana
ASV823	Fungi	Ascomycota					
ASV825	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Lalaria	Lalaria_carpini
ASV826	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_sp
ASV827	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidiella	Leucosporidiella
ASV828	Fungi	Ascomycota	Pezizomycotina_Incertae_sedis	Pezizomycotina_Incertae_sedis	Pezizomycotina_Incertae_sedis	Torula	Torula_caligans
ASV83	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Stagonospora	Stagonospora_pseudovitensis
ASV834	Fungi	Ascomycota					
ASV839	Fungi	Ascomycota					
ASV84	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Kockovaella	
ASV840	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Massarina	Massarina_igniaria
ASV848	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Sporobolomyces	Sporobolomyces_gracilis
ASV85	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Udeniomyces	Udeniomyces_pyricola
ASV854	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_unidentified	Tremellales_unidentified_1	Tremellales_unidentified_1
ASV855	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_Incertae_sedis	Dothideomycetes_Incertae_sedis	Peltaster	Peltaster_fructicola
ASV86	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_aphidis
ASV87	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_victoriae
ASV873	Fungi	Ascomycota	Ascomycota_unidentified	Ascomycota_unidentified_1	Ascomycota_unidentified_1	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV874	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Periconia	Periconia_sp
ASV878	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_paraflavus
ASV880	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_churashimaensis
ASV882	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_hirsutum
ASV883	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales			
ASV884	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_variabilis
ASV885	Fungi						
ASV889	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_sp
ASV89	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Kockovaella	
ASV898	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Sporobolomyces	Sporobolomyces_sp
ASV90	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Sporobolomyces	Sporobolomyces_vermiculatus
ASV904	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Periconia	Periconia_sp
ASV91	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Hannaella	Hannaella_sinensis
ASV911	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV912	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_Incertae_sedis	Myrothecium	Myrothecium_roridum
ASV916	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae_sedis	Apiosporaceae	Arthrinium	Arthrinium_phaeospermum
ASV92	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_herpotrichoides
ASV924	Fungi	Ascomycota					
ASV927	Fungi	Ascomycota					
ASV93	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Hannaella	Hannaella_sinensis
ASV930	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV931	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema_prunorum
ASV934	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV936	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV937	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_dimennae
ASV94	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dissoconium	Dissoconium_aciculare
ASV940	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
ASV942	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Isaria	Isaria_sp
ASV946	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Tetraploa	Tetraploa_aristata
ASV948	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_phragmitis
ASV95	Fungi	Ascomycota	Dothideomycetes				
ASV950	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_fuckelii
ASV951	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune
ASV954	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae		
ASV955	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Drechslera	Drechslera_biseptata
ASV96	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV961	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_Incertae_sedis	Acremonium	Acremonium_implicatum
ASV964	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV966	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Passalora	Passalora_loranthi
ASV97	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_aureus
ASV977	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Microdochium	Microdochium_bolleyi
ASV98	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_oeirensis
ASV981	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV982	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Coniothyrium	Coniothyrium_sp
ASV988	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_unidentified	Sordariomycetes_unidentified_1	Sordariomycetes_unidentified_1	
ASV989	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia_subochracea
ASV99	Fungi	Ascomycota					
ASV993	Fungi	Basidiomycota	Agaricomycetes				
ASV994	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria_lindquistii
ASV995	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune
ASV997	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
