,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV3,ASV3,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Davidiellaceae,100,Davidiella,100,Davidiella_tassiana|SH196750.06FU,100,3
ASV6,ASV6,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,99,Dissoconium_sp_GS_2011|SH197940.06FU,99,6
ASV7,ASV7,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Phoma,100,Phoma_brasiliensis|SH202145.06FU,100,7
ASV8,ASV8,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Pleosporaceae,99,Alternaria,99,Alternaria_eichhorniae|SH224789.06FU,99,8
ASV12,ASV12,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_ruberrimus|SH196707.06FU,100,12
ASV13,ASV13,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Sphaerulina,72,Sphaerulina_pseudovirgaureae|SH212655.06FU,72,13
ASV14,ASV14,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,,63,,63,,63,14
ASV15,ASV15,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Uwebraunia,100,Uwebraunia_musae|SH197937.06FU,100,15
ASV16,ASV16,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Uwebraunia,100,Uwebraunia_musae|SH197937.06FU,100,16
ASV17,ASV17,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Davidiellaceae,100,Davidiella,100,Davidiella_tassiana|SH196750.06FU,100,17
ASV19,ASV19,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Eudarluca,100,Eudarluca_caricis|SH225744.06FU,100,19
ASV20,ASV20,+,Fungi,100,,66,,65,,65,,51,,51,,33,20
ASV21,ASV21,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,97,,56,,44,21
ASV22,ASV22,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_ruberrimus|SH196707.06FU,100,22
ASV24,ASV24,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1_1,96,,62,24
ASV25,ASV25,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,100,Udeniomyces_megalosporus|SH207895.06FU,100,25
ASV26,ASV26,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,100,26
ASV27,ASV27,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,99,Sporobolomyces,99,Sporobolomyces_ruberrimus|SH196707.06FU,99,27
ASV28,ASV28,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Schizothyriaceae_unidentified,97,Schizothyriaceae_sp|SH232271.06FU,97,28
ASV29,ASV29,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bulleromyces,100,Bulleromyces_albus|SH234350.06FU,100,29
ASV30,ASV30,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Pleosporales,96,Phaeosphaeriaceae,96,Phaeosphaeriaceae_unidentified,94,Phaeosphaeriaceae_sp|SH196608.06FU,94,30
ASV31,ASV31,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Uwebraunia,100,Uwebraunia_musae|SH197937.06FU,100,31
ASV32,ASV32,+,Fungi,100,Ascomycota,72,,11,,7,,6,,6,,4,32
ASV33,ASV33,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,100,33
ASV34,ASV34,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_sp|SH230059.06FU,100,34
ASV35,ASV35,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,99,Hannaella_oryzae|SH197179.06FU,95,35
ASV36,ASV36,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Filobasidium,100,Filobasidium_floriforme|SH216500.06FU,100,36
ASV38,ASV38,+,Fungi,100,Ascomycota,94,,64,,59,,17,,1,,1,38
ASV39,ASV39,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,,51,,51,39
ASV40,ASV40,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_ruberrimus|SH196707.06FU,100,40
ASV41,ASV41,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_luteola|SH197177.06FU,100,41
ASV42,ASV42,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_zeae|SH197183.06FU,100,42
ASV43,ASV43,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH225320.06FU,100,43
ASV44,ASV44,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_sp|SH230060.06FU,97,44
ASV45,ASV45,+,Fungi,100,,63,,5,,5,,4,,4,,3,45
ASV46,ASV46,+,Fungi,100,Ascomycota,99,Ascomycota_unidentified,99,Ascomycota_unidentified_1,99,Ascomycota_unidentified_1,99,Ascomycota_unidentified_1_1,99,Ascomycota_sp|SH202146.06FU,99,46
ASV47,ASV47,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bullera,100,Bullera_pseudoalba|SH195374.06FU,100,47
ASV48,ASV48,+,Fungi,100,Ascomycota,100,,60,,60,,60,,60,,60,48
ASV49,ASV49,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Leptosphaerulina,100,Leptosphaerulina_chartarum|SH227423.06FU,100,49
ASV50,ASV50,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH225320.06FU,100,50
ASV51,ASV51,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,99,Phaeosphaeriaceae_unidentified,98,Phaeosphaeriaceae_sp|SH213437.06FU,98,51
ASV52,ASV52,+,Fungi,100,Ascomycota,98,Ascomycota_unidentified,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1_1,95,Ascomycota_sp|SH217298.06FU,95,52
ASV54,ASV54,+,Fungi,100,,61,,61,,61,,61,,61,,61,54
ASV55,ASV55,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,100,55
ASV56,ASV56,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH207005.06FU,84,56
ASV57,ASV57,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Dioszegia,100,Dioszegia_catarinonii|SH196960.06FU,100,57
ASV58,ASV58,+,Fungi,100,Ascomycota,91,Dothideomycetes,91,Incertae_sedis_8,80,Incertae_sedis_19,80,Leptospora,80,Leptospora_rubella|SH213116.06FU,79,58
ASV59,ASV59,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Phyllachorales,100,Phyllachoraceae,100,Phyllachoraceae_unidentified,100,Phyllachoraceae_sp|SH216940.06FU,100,59
ASV60,ASV60,+,Fungi,100,Ascomycota,86,,28,,28,,28,,28,,26,60
ASV61,ASV61,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_oryzicola|SH215231.06FU,100,61
ASV63,ASV63,+,Fungi,100,Ascomycota,99,Ascomycota_unidentified,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1_1,95,Ascomycota_sp|SH217298.06FU,95,63
ASV64,ASV64,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,99,64
ASV65,ASV65,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bullera,100,Bullera_penniseticola|SH241776.06FU,100,65
ASV66,ASV66,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,100,66
ASV67,ASV67,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Incertae_sedis_41,100,Erythrobasidium,100,Erythrobasidium_hasegawianum|SH239324.06FU,100,67
ASV68,ASV68,+,Fungi,100,,60,,31,,31,,24,,23,,23,68
ASV69,ASV69,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH225320.06FU,100,69
ASV70,ASV70,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,100,Pseudozyma_sp_Vega417|SH241684.06FU,100,70
ASV72,ASV72,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,100,Gibberella_zeae|SH217300.06FU,100,72
ASV73,ASV73,+,Fungi,100,Ascomycota,90,,59,,54,,14,,0,,0,73
ASV74,ASV74,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Davidiellaceae,100,Davidiella,100,Davidiella_tassiana|SH196750.06FU,100,74
ASV75,ASV75,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Incertae_sedis_8,100,Incertae_sedis_19,100,Leptospora,100,Leptospora_rubella|SH213116.06FU,100,75
ASV76,ASV76,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,,54,,54,76
ASV77,ASV77,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,98,Cryptococcus_1,98,Cryptococcus_victoriae|SH198055.06FU,86,77
ASV78,ASV78,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_sp_CMON52|SH197181.06FU,100,78
ASV79,ASV79,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,100,Tremellales_sp|SH223473.06FU,100,79
ASV80,ASV80,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bullera,100,Bullera_coprosmae|SH197185.06FU,100,80
ASV81,ASV81,+,Fungi,100,Ascomycota,100,,65,,65,,65,,65,,54,81
ASV82,ASV82,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,90,Dothideomycetes_unidentified_1,90,Dothideomycetes_unidentified_1,90,,25,82
ASV83,ASV83,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Stagonospora,83,Stagonospora_pseudovitensis|SH199974.06FU,83,83
ASV84,ASV84,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Kockovaella,98,,42,84
ASV85,ASV85,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,100,Udeniomyces_pseudopyricola|SH207894.06FU,100,85
ASV86,ASV86,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,99,Pseudozyma_sp_Vega417|SH241684.06FU,99,86
ASV87,ASV87,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_victoriae|SH198055.06FU,100,87
ASV89,ASV89,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Kockovaella,97,,41,89
ASV90,ASV90,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,99,Sporobolomyces_symmetricus|SH227541.06FU,95,90
ASV91,ASV91,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,87,Hannaella_sp|SH237054.06FU,87,91
ASV92,ASV92,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Stagonospora,100,Stagonospora_pseudovitensis|SH199974.06FU,100,92
ASV93,ASV93,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_sp|SH237054.06FU,100,93
ASV94,ASV94,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium_proteae|SH197939.06FU,100,94
ASV95,ASV95,+,Fungi,100,Ascomycota,86,,29,,29,,29,,29,,27,95
ASV96,ASV96,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1,95,Ascomycota_unidentified_1_1,95,Ascomycota_sp|SH207016.06FU,70,96
ASV97,ASV97,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellomycetes_unidentified,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_sp|SH219361.06FU,100,97
ASV98,ASV98,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Cryptococcus,100,Cryptococcus_oeirensis|SH216504.06FU,100,98
ASV99,ASV99,+,Fungi,100,,67,,67,,67,,67,,67,,67,99
ASV100,ASV100,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH225320.06FU,100,100
ASV101,ASV101,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_sp|SH237054.06FU,99,101
ASV102,ASV102,+,Fungi,100,Fungi_unidentified,82,Fungi_unidentified_1,82,Fungi_unidentified_1,82,Fungi_unidentified_1_1,82,Fungi_unidentified_1_1,82,Fungi_sp|SH192549.06FU,82,102
ASV103,ASV103,+,Fungi,100,Ascomycota,100,Dothideomycetes,89,Pleosporales,89,Phaeosphaeriaceae,89,Phaeosphaeriopsis,85,Phaeosphaeriopsis_sp_C652|SH206991.06FU,85,103
ASV104,ASV104,+,Fungi,100,Ascomycota,93,,69,,69,,69,,69,,69,104
ASV105,ASV105,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,98,Exobasidiomycetes_unidentified_1,98,Exobasidiomycetes_unidentified_1,98,Exobasidiomycetes_sp|SH230059.06FU,98,105
ASV106,ASV106,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_sp_CMON52|SH197181.06FU,100,106
ASV107,ASV107,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium_proteae|SH197939.06FU,100,107
ASV108,ASV108,+,Fungi,100,Ascomycota,100,,69,,69,,69,,66,,65,108
ASV109,ASV109,+,Fungi,100,Basidiomycota,100,Tremellomycetes,99,Tremellales,99,Incertae_sedis_12,99,Hannaella,98,Hannaella_oryzae|SH197179.06FU,90,109
ASV110,ASV110,+,Fungi,100,Ascomycota,94,Dothideomycetes,89,Capnodiales,89,Mycosphaerellaceae,85,,36,,36,110
ASV111,ASV111,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Incertae_sedis_7,100,Magnaporthaceae,100,Pyricularia,100,Pyricularia_sp|SH230953.06FU,100,111
ASV112,ASV112,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Dioszegia,100,Dioszegia_hungarica|SH196961.06FU,100,112
ASV113,ASV113,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Phaeosphaeriopsis,100,Phaeosphaeriopsis_sp_C652|SH206991.06FU,100,113
ASV114,ASV114,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Auriculibuller,98,Auriculibuller_fuscus|SH229453.06FU,98,114
ASV115,ASV115,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Leptosphaeriaceae,96,Neosetophoma,96,Neosetophoma_sp|SH207000.06FU,96,115
ASV117,ASV117,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bullera,100,Bullera_penniseticola|SH241776.06FU,100,117
ASV118,ASV118,+,Fungi,100,Fungi_unidentified,100,Fungi_unidentified_1,100,Fungi_unidentified_1,100,Fungi_unidentified_1_1,100,Fungi_unidentified_1_1,100,Fungi_sp|SH213113.06FU,100,118
ASV119,ASV119,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_oryzicola|SH215231.06FU,100,119
ASV120,ASV120,+,Fungi,100,,57,,15,,15,,13,,12,,12,120
ASV121,ASV121,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Periconia,100,Periconia_sp|SH232015.06FU,100,121
ASV122,ASV122,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,83,Exobasidiomycetes_unidentified_1,83,Exobasidiomycetes_unidentified_1,83,Exobasidiomycetes_sp|SH199847.06FU,83,122
ASV123,ASV123,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,100,Tremellales_sp|SH223473.06FU,100,123
ASV125,ASV125,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus_lunatus|SH224802.06FU,100,125
ASV127,ASV127,+,Fungi,100,Ascomycota,96,Dothideomycetes,88,,67,,28,,28,,9,127
ASV128,ASV128,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_sp|SH230059.06FU,100,128
ASV129,ASV129,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Eudarluca,100,Eudarluca_caricis|SH225744.06FU,100,129
ASV130,ASV130,+,Fungi,100,Ascomycota,89,Dothideomycetes,79,,67,,34,,34,,22,130
ASV131,ASV131,+,Fungi,100,Ascomycota,90,Dothideomycetes,80,Pleosporales,75,,48,,48,,48,131
ASV132,ASV132,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetes_unidentified,100,Sordariomycetes_unidentified_1,100,Sordariomycetes_unidentified_1,100,,64,132
ASV133,ASV133,+,Fungi,100,Fungi_unidentified,98,Fungi_unidentified_1,98,Fungi_unidentified_1,98,Fungi_unidentified_1_1,98,Fungi_unidentified_1_1,98,Fungi_sp|SH189980.06FU,98,133
ASV134,ASV134,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Incertae_sedis_25_unidentified,98,Sporidiobolales_sp|SH227559.06FU,98,134
ASV135,ASV135,+,Fungi,100,Ascomycota,82,Dothideomycetes,82,,62,,62,,62,,62,135
ASV136,ASV136,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Phoma,100,Phoma_brasiliensis|SH202145.06FU,100,136
ASV139,ASV139,+,Fungi,100,Fungi_unidentified,70,Fungi_unidentified_1,70,Fungi_unidentified_1,70,Fungi_unidentified_1_1,70,Fungi_unidentified_1_1,70,Fungi_sp|SH189980.06FU,70,139
ASV140,ASV140,+,Fungi,100,,68,,14,,11,,8,,8,,5,140
ASV141,ASV141,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Aureobasidium,99,,44,141
ASV142,ASV142,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Aureobasidium,99,Aureobasidium_pullulans|SH206629.06FU,85,142
ASV143,ASV143,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Dioszegia,100,,44,143
ASV144,ASV144,+,Fungi,100,Ascomycota,90,,35,,9,,9,,9,,9,144
ASV145,ASV145,+,Fungi,100,,68,,35,,35,,35,,35,,17,145
ASV146,ASV146,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_sp_CMON52|SH197181.06FU,100,146
ASV147,ASV147,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_sp_QMW_2009a|SH209978.06FU,100,147
ASV148,ASV148,+,Fungi,100,,38,,17,,13,,13,,4,,4,148
ASV150,ASV150,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellomycetes_unidentified,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_sp|SH212072.06FU,73,150
ASV151,ASV151,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Incertae_sedis_26,100,Incertae_sedis_26_unidentified,100,Trichosphaeriales_sp|SH237073.06FU,93,151
ASV154,ASV154,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Bullera,100,Bullera_penniseticola|SH241776.06FU,100,154
ASV155,ASV155,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Ophiosphaerella,100,Ophiosphaerella_sp|SH192546.06FU,100,155
ASV156,ASV156,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Hannaella,100,Hannaella_zeae|SH197183.06FU,100,156
ASV157,ASV157,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224796.06FU,100,157
ASV158,ASV158,+,Fungi,100,Ascomycota,98,Dothideomycetes,93,Capnodiales,93,Mycosphaerellaceae,93,,41,,40,158
ASV159,ASV159,+,Fungi,100,Ascomycota,99,Ascomycota_unidentified,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1_1,96,Ascomycota_sp|SH217298.06FU,96,159
ASV161,ASV161,+,Fungi,100,Basidiomycota,91,Tremellomycetes,74,Tremellales,72,Incertae_sedis_12,70,,50,,22,161
ASV162,ASV162,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Ustilago_maydis|SH237548.06FU,100,162
ASV163,ASV163,+,Fungi,100,,69,,12,,11,,8,,8,,6,163
ASV166,ASV166,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_oryzicola|SH215231.06FU,100,166
ASV167,ASV167,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Alternaria,100,Alternaria_sp|SH240071.06FU,100,167
ASV168,ASV168,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,100,168
ASV170,ASV170,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellomycetes_unidentified,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_sp|SH212069.06FU,100,170
ASV171,ASV171,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,99,Mycosphaerella_nyssicola|SH216155.06FU,99,171
ASV172,ASV172,+,Fungi,100,Ascomycota,89,,32,,32,,32,,32,,29,172
