,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV536,ASV536,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Rhodotorula,100,,66,536
ASV538,ASV538,+,Fungi,100,Ascomycota,96,,41,,32,,32,,28,,28,538
ASV539,ASV539,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Helotiales,100,Sclerotiniaceae,100,Botryotinia,87,,50,539
ASV540,ASV540,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,91,Fusarium kyushuense,78,540
ASV542,ASV542,+,Fungi,100,Basidiomycota,76,Agaricomycetes,76,,51,,14,,10,,9,542
ASV544,ASV544,+,Fungi,100,Ascomycota,75,,57,,10,,10,,10,,8,544
ASV546,ASV546,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Trichosphaeriales_Incertae sedis,100,,50,,50,546
ASV549,ASV549,+,Fungi,100,Ascomycota,91,Dothideomycetes,88,Pleosporales,83,Phaeosphaeriaceae,71,,67,,32,549
ASV551,ASV551,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Eurotiales,100,Trichocomaceae,100,Petromyces,100,Aspergillus flavus,89,551
ASV552,ASV552,+,Fungi,100,Basidiomycota,97,Tremellomycetes,92,Tremellales,92,Tremellales_Incertae sedis,92,Bullera,91,Bullera variabilis,91,552
ASV553,ASV553,+,Fungi,100,,12,,12,,7,,7,,7,,5,553
ASV555,ASV555,+,Fungi,100,Basidiomycota,83,,65,,65,,57,,57,,33,555
ASV556,ASV556,+,Fungi,100,Ascomycota,99,Dothideomycetes,82,Capnodiales,82,Mycosphaerellaceae,77,,59,,8,556
ASV557,ASV557,+,Fungi,100,Ascomycota,98,Dothideomycetes,96,Pleosporales,95,,56,,56,,56,557
ASV561,ASV561,+,Fungi,100,Ascomycota,84,Dothideomycetes,73,Pleosporales,73,,43,,43,,43,561
ASV562,ASV562,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriales_Incertae sedis,100,Strelitziana,100,,56,562
ASV563,ASV563,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriaceae,100,Cyphellophora,100,,38,563
ASV564,ASV564,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus intermedius,100,564
ASV565,ASV565,+,Fungi,100,Ascomycota,96,Dothideomycetes,96,Pleosporales,88,Phaeosphaeriaceae,70,,62,,41,565
ASV566,ASV566,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Capnodiales_Incertae sedis,99,Toxicocladosporium,99,Toxicocladosporium pseudoveloxum,99,566
ASV568,ASV568,+,Fungi,100,Ascomycota,96,,48,,48,,48,,47,,32,568
ASV569,ASV569,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Entylomatales,100,Entylomataceae,100,Entyloma,100,,42,569
ASV570,ASV570,+,Fungi,100,Ascomycota,92,Dothideomycetes,84,,59,,59,,59,,44,570
ASV576,ASV576,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Filobasidium,100,Filobasidium floriforme,100,576
ASV577,ASV577,+,Fungi,100,Ascomycota,95,Dothideomycetes,91,Pleosporales,90,,56,,56,,56,577
ASV578,ASV578,+,Fungi,100,Basidiomycota,99,Microbotryomycetes,79,Sporidiobolales,79,Sporidiobolales_Incertae sedis,79,Rhodotorula,74,,37,578
ASV579,ASV579,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus tephrensis,87,579
ASV580,ASV580,+,Fungi,100,Basidiomycota,77,Agaricomycetes,74,,50,,22,,14,,14,580
ASV581,ASV581,+,Fungi,100,,5,,5,,5,,5,,5,,3,581
ASV585,ASV585,+,Fungi,100,,36,,30,,12,,12,,10,,10,585
ASV587,ASV587,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Ustilago bullata,99,587
ASV588,ASV588,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Entylomatales,100,Entylomataceae,100,Entyloma,100,,43,588
ASV590,ASV590,+,Fungi,100,Ascomycota,95,,55,,55,,55,,55,,40,590
ASV591,ASV591,+,Fungi,100,Ascomycota,85,,51,,48,,36,,36,,36,591
ASV595,ASV595,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Itersonilia,99,Itersonilia perplexans,99,595
ASV596,ASV596,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Hyponectriaceae,100,Monographella,99,Microdochium majus,81,596
ASV598,ASV598,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus laurentii,100,598
ASV599,ASV599,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,,51,599
ASV600,ASV600,+,Fungi,100,Ascomycota,84,,11,,10,,4,,4,,3,600
ASV601,ASV601,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Eurotiales,100,Trichocomaceae,100,Penicillium,99,Penicillium oxalicum,97,601
ASV602,ASV602,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Clavicipitaceae,100,Claviceps,100,Claviceps purpurea,100,602
ASV603,ASV603,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium aciculare,94,603
ASV605,ASV605,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Herpotrichiellaceae,96,Phialophora,96,Phialophora sessilis,96,605
ASV607,ASV607,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Ramichloridium,92,Ramichloridium cerophilum,92,607
ASV608,ASV608,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,83,Taphrina carpini,79,608
ASV612,ASV612,+,Fungi,100,Ascomycota,90,Dothideomycetes,78,Pleosporales,76,Lophiostomataceae,74,Massarina,74,Massarina igniaria,71,612
ASV614,ASV614,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Ustilago trichophora,95,614
ASV616,ASV616,+,Fungi,100,Ascomycota,87,,24,,10,,10,,6,,3,616
ASV617,ASV617,+,Fungi,100,Ascomycota,95,Dothideomycetes,93,Pleosporales,92,,67,,64,,28,617
ASV618,ASV618,+,Fungi,100,Ascomycota,99,Dothideomycetes,94,Capnodiales,94,,69,,41,,28,618
ASV619,ASV619,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,96,Bipolaris spicifera,94,619
ASV620,ASV620,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,,44,,42,620
ASV621,ASV621,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,,46,,33,,33,621
ASV622,ASV622,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,,59,622
ASV624,ASV624,+,Fungi,100,,69,,54,,42,,10,,10,,10,624
ASV625,ASV625,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces sasicola,74,625
ASV628,ASV628,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus pallescens,99,628
ASV631,ASV631,+,Fungi,100,Ascomycota,90,Dothideomycetes,86,Pleosporales,86,,52,,30,,17,631
